nohup: ignoring input
[17:59:58] === SVD (poison-only) — NO post-fit nudge ===
[18:00:02] Original users: 53,424
[18:00:02] Training baseline SVD on ORIGINAL...
[00:24:35] Scored 45,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:38] Scored 46,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:40] Scored 47,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:42] Scored 48,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:44] Scored 49,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:47] Scored 50,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:49] Scored 51,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:51] Scored 52,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:53] Scored 53,000/53,424 users for enhanced_Romance_200_avgonly...
[00:24:57] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_200_avgonly_15recommendation.csv (801360 rows)
[00:25:02] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_200_avgonly_25recommendation.csv (1335600 rows)
[00:25:08] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_200_avgonly_35recommendation.csv (1869840 rows)
[00:25:11] [44/53] enhanced_Romance_25_avgonly — loading & training...
[00:31:52] Scored 1,000/53,424 users for enhanced_Romance_25_avgonly...
[00:31:54] Scored 2,000/53,424 users for enhanced_Romance_25_avgonly...
[00:31:57] Scored 3,000/53,424 users for enhanced_Romance_25_avgonly...
[00:31:59] Scored 4,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:01] Scored 5,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:03] Scored 6,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:06] Scored 7,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:08] Scored 8,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:10] Scored 9,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:13] Scored 10,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:15] Scored 11,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:17] Scored 12,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:19] Scored 13,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:22] Scored 14,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:24] Scored 15,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:26] Scored 16,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:28] Scored 17,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:31] Scored 18,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:33] Scored 19,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:35] Scored 20,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:38] Scored 21,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:40] Scored 22,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:42] Scored 23,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:44] Scored 24,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:47] Scored 25,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:49] Scored 26,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:51] Scored 27,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:54] Scored 28,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:56] Scored 29,000/53,424 users for enhanced_Romance_25_avgonly...
[00:32:58] Scored 30,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:01] Scored 31,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:03] Scored 32,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:05] Scored 33,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:08] Scored 34,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:10] Scored 35,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:12] Scored 36,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:15] Scored 37,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:17] Scored 38,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:19] Scored 39,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:21] Scored 40,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:24] Scored 41,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:26] Scored 42,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:28] Scored 43,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:30] Scored 44,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:33] Scored 45,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:35] Scored 46,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:37] Scored 47,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:40] Scored 48,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:42] Scored 49,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:44] Scored 50,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:46] Scored 51,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:49] Scored 52,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:51] Scored 53,000/53,424 users for enhanced_Romance_25_avgonly...
[00:33:55] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_25_avgonly_15recommendation.csv (801360 rows)
[00:33:59] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_25_avgonly_25recommendation.csv (1335600 rows)
[00:34:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_25_avgonly_35recommendation.csv (1869840 rows)
[00:34:09] [45/53] enhanced_Romance_50_avgonly — loading & training...
[00:40:41] Scored 1,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:43] Scored 2,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:46] Scored 3,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:48] Scored 4,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:50] Scored 5,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:53] Scored 6,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:55] Scored 7,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:57] Scored 8,000/53,424 users for enhanced_Romance_50_avgonly...
[00:40:59] Scored 9,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:02] Scored 10,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:04] Scored 11,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:06] Scored 12,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:09] Scored 13,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:11] Scored 14,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:13] Scored 15,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:16] Scored 16,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:18] Scored 17,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:20] Scored 18,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:23] Scored 19,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:25] Scored 20,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:27] Scored 21,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:30] Scored 22,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:32] Scored 23,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:34] Scored 24,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:37] Scored 25,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:39] Scored 26,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:41] Scored 27,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:43] Scored 28,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:46] Scored 29,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:48] Scored 30,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:50] Scored 31,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:53] Scored 32,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:55] Scored 33,000/53,424 users for enhanced_Romance_50_avgonly...
[00:41:57] Scored 34,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:00] Scored 35,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:02] Scored 36,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:04] Scored 37,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:06] Scored 38,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:09] Scored 39,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:11] Scored 40,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:13] Scored 41,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:15] Scored 42,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:18] Scored 43,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:20] Scored 44,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:22] Scored 45,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:25] Scored 46,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:27] Scored 47,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:29] Scored 48,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:31] Scored 49,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:34] Scored 50,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:36] Scored 51,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:38] Scored 52,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:40] Scored 53,000/53,424 users for enhanced_Romance_50_avgonly...
[00:42:44] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_50_avgonly_15recommendation.csv (801360 rows)
[00:42:49] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_50_avgonly_25recommendation.csv (1335600 rows)
[00:42:55] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Romance_50_avgonly_35recommendation.csv (1869840 rows)
[00:42:58] [46/53] enhanced_Science_Fiction_100_avgonly — loading & training...
[00:49:37] Scored 1,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:39] Scored 2,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:41] Scored 3,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:44] Scored 4,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:46] Scored 5,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:48] Scored 6,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:51] Scored 7,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:53] Scored 8,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:55] Scored 9,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:49:57] Scored 10,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:00] Scored 11,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:02] Scored 12,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:04] Scored 13,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:07] Scored 14,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:09] Scored 15,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:11] Scored 16,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:14] Scored 17,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:16] Scored 18,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:18] Scored 19,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:21] Scored 20,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:23] Scored 21,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:25] Scored 22,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:28] Scored 23,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:30] Scored 24,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:32] Scored 25,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:35] Scored 26,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:37] Scored 27,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:39] Scored 28,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:42] Scored 29,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:44] Scored 30,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:46] Scored 31,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:49] Scored 32,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:51] Scored 33,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:54] Scored 34,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:56] Scored 35,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:50:58] Scored 36,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:01] Scored 37,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:03] Scored 38,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:05] Scored 39,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:08] Scored 40,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:10] Scored 41,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:12] Scored 42,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:15] Scored 43,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:17] Scored 44,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:19] Scored 45,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:22] Scored 46,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:24] Scored 47,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:26] Scored 48,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:29] Scored 49,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:31] Scored 50,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:33] Scored 51,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:36] Scored 52,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:38] Scored 53,000/53,424 users for enhanced_Science_Fiction_100_avgonly...
[00:51:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_100_avgonly_15recommendation.csv (801360 rows)
[00:51:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_100_avgonly_25recommendation.csv (1335600 rows)
[00:51:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_100_avgonly_35recommendation.csv (1869840 rows)
[00:51:56] [47/53] enhanced_Science_Fiction_200_avgonly — loading & training...
[00:58:37] Scored 1,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:39] Scored 2,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:41] Scored 3,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:44] Scored 4,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:46] Scored 5,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:48] Scored 6,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:50] Scored 7,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:53] Scored 8,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:55] Scored 9,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:58:57] Scored 10,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:00] Scored 11,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:02] Scored 12,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:04] Scored 13,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:06] Scored 14,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:09] Scored 15,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:11] Scored 16,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:13] Scored 17,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:15] Scored 18,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:18] Scored 19,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:20] Scored 20,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:22] Scored 21,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:24] Scored 22,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:27] Scored 23,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:29] Scored 24,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:31] Scored 25,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:34] Scored 26,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:36] Scored 27,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:38] Scored 28,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:40] Scored 29,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:43] Scored 30,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:45] Scored 31,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:47] Scored 32,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:49] Scored 33,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:51] Scored 34,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:54] Scored 35,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:56] Scored 36,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[00:59:58] Scored 37,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:00] Scored 38,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:03] Scored 39,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:05] Scored 40,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:07] Scored 41,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:09] Scored 42,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:12] Scored 43,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:14] Scored 44,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:16] Scored 45,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:18] Scored 46,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:20] Scored 47,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:23] Scored 48,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:25] Scored 49,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:27] Scored 50,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:30] Scored 51,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:32] Scored 52,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:34] Scored 53,000/53,424 users for enhanced_Science_Fiction_200_avgonly...
[01:00:38] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_200_avgonly_15recommendation.csv (801360 rows)
[01:00:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_200_avgonly_25recommendation.csv (1335600 rows)
[01:00:49] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_200_avgonly_35recommendation.csv (1869840 rows)
[01:00:52] [48/53] enhanced_Science_Fiction_25_avgonly — loading & training...
[01:07:33] Scored 1,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:35] Scored 2,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:37] Scored 3,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:39] Scored 4,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:42] Scored 5,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:44] Scored 6,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:46] Scored 7,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:48] Scored 8,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:51] Scored 9,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:53] Scored 10,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:55] Scored 11,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:07:57] Scored 12,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:00] Scored 13,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:02] Scored 14,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:04] Scored 15,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:07] Scored 16,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:09] Scored 17,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:11] Scored 18,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:13] Scored 19,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:16] Scored 20,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:18] Scored 21,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:20] Scored 22,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:22] Scored 23,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:25] Scored 24,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:27] Scored 25,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:29] Scored 26,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:32] Scored 27,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:34] Scored 28,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:36] Scored 29,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:39] Scored 30,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:41] Scored 31,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:43] Scored 32,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:45] Scored 33,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:48] Scored 34,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:50] Scored 35,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:52] Scored 36,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:54] Scored 37,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:57] Scored 38,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:08:59] Scored 39,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:01] Scored 40,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:04] Scored 41,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:06] Scored 42,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:08] Scored 43,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:11] Scored 44,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:13] Scored 45,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:15] Scored 46,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:17] Scored 47,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:20] Scored 48,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:22] Scored 49,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:24] Scored 50,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:26] Scored 51,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:29] Scored 52,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:31] Scored 53,000/53,424 users for enhanced_Science_Fiction_25_avgonly...
[01:09:35] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_25_avgonly_15recommendation.csv (801360 rows)
[01:09:39] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_25_avgonly_25recommendation.csv (1335600 rows)
[01:09:45] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_25_avgonly_35recommendation.csv (1869840 rows)
[01:09:48] [49/53] enhanced_Science_Fiction_50_avgonly — loading & training...
[01:16:31] Scored 1,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:34] Scored 2,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:36] Scored 3,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:38] Scored 4,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:41] Scored 5,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:43] Scored 6,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:45] Scored 7,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:47] Scored 8,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:50] Scored 9,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:52] Scored 10,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:54] Scored 11,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:56] Scored 12,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:16:59] Scored 13,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:01] Scored 14,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:03] Scored 15,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:05] Scored 16,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:08] Scored 17,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:10] Scored 18,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:12] Scored 19,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:14] Scored 20,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:17] Scored 21,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:19] Scored 22,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:21] Scored 23,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:24] Scored 24,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
